018925,1.301186,103.858653
018925,1.301216,103.858630
018925,1.301245,103.858605
018925,1.301257,103.858791
018925,1.301276,103.858583
018925,1.301282,103.858770
018925,1.301305,103.858558
018925,1.301307,103.858749
018925,1.301333,103.858728
018925,1.301358,103.858707
018956,1.293094,103.855584
018956,1.293228,103.855411
018956,1.293433,103.855034
018956,1.293469,103.854963
018956,1.293658,103.855081
018956,1.294020,103.853986
018956,1.294076,103.853332
018956,1.296753,103.850919
018956,1.296794,103.850948
018956,1.296857,103.850837
018956,1.296862,103.850667
018969,1.297206,103.856494
018969,1.297303,103.856570
018969,1.297402,103.856646
018969,1.297510,103.856724
018972,1.298351,103.858854
018972,1.298356,103.858908
018972,1.298759,103.859430
018972,1.298813,103.859342
018972,1.298825,103.859412
018972,1.298841,103.859351
029997,1.335171,103.836123
029997,1.335217,103.835842
029997,1.335310,103.834032
029997,1.335331,103.834995
029997,1.335332,103.835450
029997,1.335406,103.834808
029997,1.335522,103.834415
029997,1.335741,103.835843
038970,1.317477,103.883903
038970,1.317591,103.883846
038970,1.317649,103.882661
038970,1.318144,103.883629
038970,1.319482,103.887234
038970,1.319494,103.887166
038970,1.319526,103.887743
038983,1.324336,103.880716
038983,1.324818,103.880011
038983,1.324831,103.879985
038983,1.324843,103.880474
038983,1.324908,103.879384
038983,1.325083,103.878858
038983,1.325491,103.878627
038983,1.326170,103.879828
038983,1.327217,103.880606
039802,1.313933,103.890613
039802,1.313985,103.890946
039802,1.314072,103.890148
039802,1.314133,103.890132
039802,1.314204,103.890118
039802,1.314255,103.890100
039802,1.314311,103.890714
048616,1.323356,103.957125
048616,1.330284,103.950995
048616,1.330333,103.950782
048616,1.330520,103.950635
048616,1.330571,103.951079
048616,1.331094,103.951926
048616,1.334337,103.970805
048616,1.337583,103.972965
048618,1.330333,103.950782
048618,1.330884,103.950618
048621,1.331131,103.950432
048621,1.331262,103.950339
059815,1.336213,103.765181
059815,1.336280,103.765184
059815,1.336281,103.765508
059815,1.336293,103.765583
059815,1.336319,103.765736
059815,1.336338,103.765815
059815,1.336426,103.765139
059815,1.336509,103.765131
069111,1.353672,103.735194
069111,1.354329,103.735169
069111,1.354473,103.734157
069111,1.355579,103.735727
069111,1.355801,103.733989
069111,1.355899,103.735474
069111,1.356404,103.735000
069111,1.356485,103.736289
079909,1.397583,103.872395
079909,1.397667,103.872704
079909,1.397706,103.872393
079909,1.397739,103.872695
079909,1.397798,103.872689
079909,1.397800,103.872369
079909,1.397863,103.872683
079909,1.397895,103.872334
079909,1.397933,103.872660
079909,1.397978,103.872294
090011,1.297113,103.869248
100047,1.272044,103.810097
100051,1.273493,103.809745
100051,1.273513,103.810145
100062,1.275245,103.811107
100079,1.273356,103.807618
100079,1.273365,103.807622
103104,1.280547,103.811572
109028,1.270706,103.809762
109029,1.272227,103.802745
109029,1.272254,103.802632
109029,1.272368,103.803416
109681,1.280251,103.814062
109681,1.280253,103.814109
109681,1.280317,103.814171
109754,1.281519,103.812833
109754,1.281575,103.812754
109918,1.266325,103.807319
109918,1.267174,103.807521
109918,1.268182,103.811220
117396,1.281957,103.781989
117396,1.282568,103.781788
117396,1.282571,103.781753
117396,1.282607,103.781796
117424,1.276214,103.791350
117549,1.295233,103.780736
117549,1.295387,103.780510
117606,1.275758,103.769097
117606,1.280796,103.780584
117606,1.280919,103.780838
117606,1.283070,103.773944
117606,1.283113,103.773891
117606,1.284470,103.774118
117674,1.286464,103.781864
118176,1.282378,103.789139
118176,1.283485,103.788601
